ID,Medicine,Website,Source,Link,Review title or reviewer name,Review,Stars,People found the review helpful,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical personel was surprised or skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
1177,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joemama.,"My kidney stone pain did go away after using these, but they did not seem as effective as another brand I use.",4,1,2019-03-20,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,22,LLM
1178,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Paula O,Day 5 passed a stone.  They work. Just never know how many stones you have so keep taking them with lots of water. Good price for how many you get.,4,1,2019-03-09,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,30,LLM
1179,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Theresa Thornton,I'm giving this 4 stars because I'm not uncomfortable or in pain. I have not (to my knowledge) passed a visible stone. But I will take this for at least 2 to 3 months. I started with a tincture for the acute symptoms and now this is my maintenance treatment.,4,,2019-02-12,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,50,LLM
1180,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,John Escobar,"I have been using Chanca Piedra since the 2nd or 3rd week of my most recent kidney stone episode, now approaching 70 days.  Initially, I used a 1:3 extract version 5 times daily; didn't notice anything discernible in terms of pain reduction or passing of stone(s).  I also have been using a Calcium Oxalate mitigation product as well in addition to this product, which in tablet form is easier to dose and take 3X per day, exactly as prescribed; I also take it about 30 minutes before eating and at least an hour after eating.  So, over the past month I have noticed the pain becoming a little more manageable and less frequent in urination; however, still in ""kidney stone protocol"" awaiting the final passing of this thing and severely limiting my diet to low or no oxalate foods (very difficult).  Still hoping and praying for the best and specifically that the stone(s) / calculi will actually eventually totally dissolve and pain will cease altogether!",4,2,2019-02-02,,1,,,,1,,,,,,,,,,,,,"5 times daily, 3 times daily",,,,,,,,,,1,,,,165,LLM
1181,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sweet Organic,Just taking it for preventative purposes.,4,,2019-01-30,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6,LLM
1182,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ephraim Dubovick,I have had kidney stones for many years and gone through many procedures. This is the first product that I felt really helped. I tried to take it everyday at least twice a day probably better if I took it three times a day. I haven't felt pain from stones in months.,4,,2019-01-27,,1,,1,,1,,,,,,,,,,,,,2-3 times daily,,,,,,,,,,,,,,52,LLM
1183,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Paul Meiners,"I started using this product after having had a kidney stone that needed to be removed. Honestly, I have not been consistent with it and sometimes only take one tab a day, but I am happy to report, I’ve not had to be hospitalized for another kidney stone, though I know my other kidney had stones.",4,,2019-01-25,,1,,,,,,,,,,,,,,,,,1 per day,,,,,,,,,,,,,,56,LLM
1184,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,RW,"My wife had a gall bladder attack. Very painful she said, worse than childbirth. She and another friend confirmed (the friend ended up getting GB surgery). In describing the initial onset of the pain prior to the attack, the pain was basically where the gall bladder is. In their description I realized at 61 I was having initial pains in the same area. Based on all this I decided to try and be proactive and researched what might be done to prevent both a gall bladder attack (and potentially kidney stones too). I found positive reviews regarding a urinary tract flush. Chanca Piedra was one part of the flush. So I bought it and am about 3 weeks into the flush. I cannot say whether it is working yet, but I am not suffering any bad side effects except, as you might imagine, from the insoluble fiber that is also part of this process. I am quite ""regular now"" so to speak. I will come back and update this one way or another after the flush is complete.",4,12,2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,regular bowel movements,,178,LLM
1185,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jeff,Works great :),4,,2019-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,LLM
1186,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,"easy to swallow with no after-taste. It appears that it may have disintegrated my kidney stones after taking them for 2 weeks. Feel no more unusual pain and CT scan appeared normal. Maybe just a coincidence, but will keep these in rotation for general health maintanance.",4,1,2019-01-03,,1,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,46,LLM
1187,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,AmazonUser,i had a recent two day stay in the hospital and a test showed i had some small kidney stones. in doing a study i read that chanca piedra was the best treatment to remove them. i have just started to take these and hope for the best.,4,,2018-12-18,,,,,,,,,,,,,,,,,,,,small stones,,,,,,,,,,,,,48,LLM
1188,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,CPS,"I am not dissatisfied but I can't say that I know for a fact that I have passed my stone.  I'm going to get another bottle and continue taking this.  As a follow up, i was checked for stones and now I have none so I believe this product did work!  Now my wife is taking it too.",4,3,2018-12-08,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,58,LLM
1189,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Helped with all my stone issues,4,,2018-11-12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,LLM
1190,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,James R. Bull,"I began using Chanca Piedra, while attempting to pass a 6mm stone.  The stone required surgery, but I've continued Canca Piedra for the past 6 months and no signs of kidney stone, so far.  I'm hoping a year from now I am still stone free but no way to verify in the short term without an expensive CT Scan.  I have experienced no side effects from the Chanca Piedra.  I appreciate the streamlined shape of the pills; they go down easy .",4,5,2018-10-26,,1,,,,,,1,,,,,,,,,,pills,,6mm,,,,,,Chanca Piedra,,,1,,,,82,LLM
1191,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Taylor,"This product is the only thing I’ve found that relieves the pain of kidney stones. First time I tried it, I had started feeling like a stone was moving. Started taking this three times a day and the pain went away in about two days. I’ve had surgery for stones five times. It’s been two years since my last surgery (Knock on wood) and I would recommend this product for anyone suffering the same.",4,,2018-10-10,,1,,,,1,,,,,,,,,,1,,,3 times daily,,,,,,,,,,1,,,,74,LLM
1192,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,C. Dominguez,"I tried this to help my poor gallbladder- I didn't notice stones or anything, but I noticed my hair loss dropped significantly and i felt better overall. I read online that this supplement also supports the liver- so this must be what it is doing. A sick gallbladder will harm the liver. Very pleased to find this benefit.",4,49,2018-09-16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,reduced hair loss,,58,LLM
1193,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,teejayeff,"Taking Chanca Piedra as directed, but not noticing much so far. If I don't get stones again while I take this, I'll be happy.",4,1,2018-07-12,,1,,,,,,1,,,,,,,,,,,,,,,,,,Chanca Piedra,,,,,,,24,LLM
1194,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kim,I feel less pain on my back but still doesn't go away entirely. Possibly a big stone.,4,,2018-06-23,,1,,,,1,,,,,,,,,,,,,,big stone,,,,,,,,,,,,,17,LLM
1195,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super Mom,"So far, so good. I did reorder another bottle. It really is helping my husband to feel better, however he has not passed the kidney stone yet.",4,,2018-06-07,,1,,,,1,,,,,,,,,,,0,,,,,,,,,,1,,,,,,27,LLM
1196,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Paul M. Davis,Not sure if it works but so far so good.,5,,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,LLM
1197,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lauraa,"Just got my bottle after finding out that I have kidney stones. This is day 1, I will come back and give an update when/ if it works. However, the packaging was neat and cleanly, no damages and bottle was fully sealed.",5,1,2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,LLM
1198,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michelle Soto,My husband used this to pass a stone. It worked very fast. Recommend.,5,7,2024-10-14,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,13,LLM
1199,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing! Got compliments about it ❤️,After 24 hours that i started taking this pills the first stone came out. I know I have one more but I’m sure it’s coming out too.I’m very satisfied with the product.,5,21,2024-08-11,,1,,,,,,,,,,,1,,,1,,pills,,,,,,,,,,,,,,,32,LLM
1200,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michael A Beard,I haven't had a stone for years,5,1,2024-07-23,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,LLM
1201,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ben Sanie,It does workI took 2 at night and in morning stone was out .,5,7,2024-04-28,,1,,,,,,,,,,,1,,,1,,,2 at night,,,,,,,,,,,1,,,14,LLM
1202,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,arthur white,Seems to be working.,5,2,2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,LLM
1203,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Maura,I UNFORTUNATELY GET  OR AM PRONE TO KIDNEY STONES.  This product is a lifesaver for me!,5,4,2024-04-18,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,LLM
1204,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lorysha Walters,"I have a 5mm stone and took two caplets yesterday, this morning i saw a stone fragment similar to others who have reviewed. Also feeling some general relief when urinating.",5,27,2024-04-07,,1,,,,,,,1,,,,,,,1,,,2 caplets,5mm,,,,,,,,,,,,,30,LLM
1205,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Small, but excellent for what I need!",Didn’t work,5,2,2024-03-21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LLM
1206,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,acalltothrive,I left a review and it was deleted. Very odd!!!Anyone taking this product that deals with kidney stones needs to be prepared to pass stones.I took it and got nausea and all the signs of passing stones. But then it felt like I was passing pieces of tiny glass. They definitely were broken up.I didn’t believe the reviews. I paused a few days to take it to see if the tablet just made me nauseated but that wasn’t the case.I continue to take it to see if it helps also with gallstones.,5,13,2024-02-28,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,nausea,,,,,92,LLM
1207,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mark/Sharon H.,Friend said a great Product-no more Stones,5,,2024-02-12,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,7,LLM
1208,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,got the stone out in three days,5,5,2024-01-31,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,LLM
1209,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lngo408,I drank this before bedtime for almost a week now and finally a stone came out the pee-pee fairy stone finally excited! Woohoo…what a relief!,5,3,2023-10-18,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,25,LLM
1210,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,dancerasa,Wrote a great honest review and Amazon would not let me publish it. So much for that!,5,7,2023-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,LLM
1211,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pastor Bert,"IT WORKS, IT REALLY WORKS OVERNITE, I'M AMAZED... TAKE DRINK WATER AND OUT COME THE STONES THE VERY NEXT DAY WITH NO PAIN...",5,10,2023-08-30,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,1,,,23,LLM
1212,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Edwin,I've been using this product for several years now to keep the gall stones from becoming a problem and it has definitely done that. Anytime I feel the slightest discomfort I start to take these according to instructions for at least a month and that has worked out quite well for me. Thank youNaturalisimoLife. Great product at a reasonable price.,5,11,2023-08-04,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,NaturalisimoLife,,,,,,,60,LLM
1213,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniel Hudsky,"I’ve been using this only for 6 weeks, and although I had a stone years ago, I am not feeling the back pain I felt couple of months ago. I recommend it, although I don’t have any medical evidence “so far”.",5,4,2023-07-29,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,41,LLM
